ID,ComplainDate,CompletionDate,CustomerID,BrokerID,ProductID,ComplainPriorityID,ComplainTypeID,ComplainSourceID,ComplainCategoryID,ComplainStatusID,AdministratorID,ClientSatisfaction,ExpectedReimbursement
68,17-01-2012,01-02-2012,324573,9633,20,1,4,5,18,9,98,NSA,0
69,19-01-2012,19-01-2012,794018,11265,16,2,3,5,10,9,98,N/A,0
70,19-01-2012,31-01-2012,1831617,11974,45,1,3,1,10,9,98,N/A,0
71,19-01-2012,25-01-2012,1618124,10127,21,2,3,5,11,9,98,N/A,0
72,20-01-2012,09-02-2012,2385789,194,38,1,3,5,4,9,98,N/A,0
73,20-01-2012,31-01-2012,706343,10618,68,2,3,1,18,9,98,SAT,0
74,23-01-2012,26-01-2012,2133073,9393,61,1,3,5,11,9,98,SAT,0
75,23-01-2012,30-01-2012,1849031,9958,31,1,2,1,11,9,98,N/A,0
76,23-01-2012,30-01-2012,2427034,9419,12,1,7,3,11,9,98,SAT,0
77,23-01-2012,23-01-2012,2314317,11162,75,1,3,5,11,9,98,N/A,0
78,23-01-2012,25-01-2012,893040,9968,48,2,2,1,34,9,98,SAT,0
79,23-01-2012,27-01-2012,152064,10016,64,2,3,1,18,9,98,SAT,0
80,24-01-2012,10-02-2012,822643,11638,26,1,3,1,11,9,98,SAT,0
81,24-01-2012,03-02-2012,2092222,2478,35,1,3,5,13,9,98,NSA,0
82,25-01-2012,14-02-2012,890558,2690,17,1,3,2,11,9,98,N/A,0
83,25-01-2012,02-02-2012,766673,11978,1,1,3,1,11,9,98,N/A,0
84,25-01-2012,01-02-2012,2127811,1140,2,1,2,3,3,9,98,SAT,0
85,27-01-2012,01-02-2012,1749781,11590,58,1,7,3,11,9,98,SAT,0
86,27-01-2012,09-02-2012,705909,356,36,1,3,5,34,9,98,NSA,0
87,27-01-2012,09-02-2012,2152374,8965,8,1,3,5,11,9,98,N/A,0
88,27-01-2012,03-02-2012,64350,9357,40,2,3,5,18,9,98,SAT,0
89,27-01-2012,14-03-2012,636141,1256,20,1,4,5,11,9,98,NSA,0
97,27-01-2012,28-02-2012,888788,2613,13,1,5,5,10,9,98,N/A,0
99,30-01-2012,14-02-2012,1709876,597,37,1,3,5,10,9,98,NSA,0
100,31-01-2012,07-02-2012,1826580,10186,11,1,3,5,10,9,98,SAT,0
101,31-01-2012,10-02-2012,630649,581,27,1,5,5,25,9,98,SAT,0
102,31-01-2012,15-02-2012,780758,2129,27,1,3,5,13,9,98,NSA,0
103,31-01-2012,02-02-2012,316403,11788,72,1,3,5,23,9,98,N/A,0
104,31-01-2012,06-02-2012,1819751,9362,14,1,2,1,11,9,98,NSA,0
105,01-02-2012,15-02-2012,2293031,1846,32,1,3,5,11,9,98,SAT,0
106,01-02-2012,16-02-2012,24642,542,64,1,3,5,11,9,98,NSA,0
107,01-02-2012,08-02-2012,170144,12065,60,2,5,1,40,9,98,N/A,0
108,02-02-2012,28-02-2012,1853917,7950,10,1,3,5,11,9,98,NSA,0
109,02-02-2012,15-02-2012,1683536,11870,26,1,3,5,38,9,98,N/A,0
110,02-02-2012,06-02-2012,848207,10990,1,1,3,5,13,9,98,N/A,0
111,03-02-2012,09-02-2012,2059557,9021,40,2,3,5,15,9,98,SAT,0
112,03-02-2012,16-03-2012,2107953,11150,7,2,3,1,46,9,98,N/A,0
113,03-02-2012,10-02-2012,254590,11097,7,2,3,5,34,9,98,SAT,0
114,03-02-2012,19-03-2012,643559,10563,8,2,3,5,54,9,98,NSA,0
115,03-02-2012,17-02-2012,106079,8882,41,1,5,4,54,9,98,N/A,0
116,03-02-2012,29-02-2012,1789606,10507,41,1,5,5,18,9,98,N/A,0
117,03-02-2012,29-02-2012,2134120,2538,48,1,5,5,18,9,98,N/A,0
118,03-02-2012,15-02-2012,1800354,10187,19,2,2,1,13,9,98,SAT,0
119,06-02-2012,13-03-2012,1326,2378,6,1,3,1,11,9,98,NSA,0
120,06-02-2012,22-03-2012,2055412,9923,13,1,3,4,18,9,98,SAT,0
121,06-02-2012,21-02-2012,313188,9021,3,2,7,3,15,9,98,N/A,0
122,07-02-2012,28-02-2012,138130,10659,18,1,3,5,50,9,98,NSA,0
123,07-02-2012,28-02-2012,2116035,11971,48,1,3,1,50,9,98,NSA,0
136,07-02-2012,28-02-2012,1736651,8138,19,1,3,5,50,9,98,NSA,0
137,07-02-2012,15-02-2012,629377,269,74,1,3,5,50,9,98,N/A,0
138,07-02-2012,23-02-2012,1901780,10764,24,2,3,1,13,9,98,N/A,0
139,08-02-2012,13-02-2012,1796691,8569,21,1,3,5,13,9,98,NSA,0
140,08-02-2012,23-02-2012,888196,11230,74,1,5,5,11,9,98,N/A,0
141,08-02-2012,22-02-2012,1818182,238,9,1,3,5,10,9,98,SAT,0
142,08-02-2012,28-02-2012,2358456,10749,16,1,3,5,11,9,98,N/A,0
143,10-02-2012,28-02-2012,2155412,645,47,1,3,5,11,9,98,SAT,0
144,10-02-2012,02-03-2012,2204509,2128,8,1,3,5,11,9,98,SAT,0
145,10-02-2012,06-03-2012,547515,9892,29,1,3,5,11,9,98,NSA,0
146,10-02-2012,16-02-2012,105976,11099,39,1,7,5,10,9,98,SAT,0
147,13-02-2012,21-02-2012,1795164,10991,53,1,3,5,11,9,98,N/A,0
148,13-02-2012,15-05-2012,311670,12414,11,1,3,1,18,9,98,N/A,0
149,13-02-2012,29-02-2012,2307081,11545,57,1,5,5,11,9,98,SAT,0
150,13-02-2012,08-03-2012,395388,9361,19,1,3,5,10,9,98,N/A,0
151,13-02-2012,15-03-2012,2413323,9601,21,2,3,1,40,9,98,SAT,0
152,14-02-2012,01-03-2012,1874665,10644,23,1,2,1,42,9,98,N/A,0
153,14-02-2012,13-03-2012,552622,2601,63,1,4,5,11,9,98,SAT,0
156,15-02-2012,19-03-2012,863408,10127,51,1,3,2,13,9,98,NSA,0
158,15-02-2012,15-02-2012,1908634,11461,29,2,7,3,18,9,98,SAT,0
159,15-02-2012,19-04-2012,306544,8399,6,2,3,4,10,9,98,N/A,0
160,16-02-2012,16-03-2012,2154466,10361,31,2,2,1,2,9,98,SAT,0
161,16-02-2012,28-03-2012,77496,12181,29,1,3,5,11,9,98,SAT,0
162,16-02-2012,23-03-2012,2184361,1419,4,2,3,5,50,9,98,NSA,0
163,17-02-2012,02-04-2012,58265,2613,72,1,3,1,11,9,98,SAT,0
164,17-02-2012,21-03-2012,853273,11980,36,2,3,5,10,9,98,SAT,0
165,17-02-2012,08-03-2012,149896,8939,47,1,3,1,15,9,98,SAT,0
166,17-02-2012,21-03-2012,104661,11193,28,1,5,3,18,9,98,N/A,0
167,20-02-2012,19-03-2012,173718,12475,18,1,3,1,11,9,98,NSA,0
168,20-02-2012,29-03-2012,63257,10637,14,1,3,5,11,9,98,N/A,0
169,20-02-2012,07-03-2012,464912,11179,67,2,7,3,18,9,98,NSA,0
170,20-02-2012,02-04-2012,2226308,9633,50,2,3,1,50,9,98,N/A,0
171,20-02-2012,02-03-2012,1854465,1292,36,1,3,5,11,9,98,NSA,0
172,20-02-2012,03-04-2012,2217262,9998,30,1,4,5,50,9,98,N/A,0
173,21-02-2012,13-03-2012,2203794,11482,52,1,3,5,11,9,98,SAT,0
174,21-02-2012,20-04-2012,294628,8113,7,1,3,5,50,9,98,SAT,0
175,21-02-2012,21-02-2012,1649784,12572,55,2,7,5,34,9,98,SAT,0
176,21-02-2012,28-02-2012,578691,2230,17,2,3,1,13,9,98,N/A,0
177,22-02-2012,21-03-2012,1759166,1309,58,1,7,1,10,9,98,SAT,0
178,23-02-2012,07-03-2012,458059,11005,32,1,3,5,11,9,98,NSA,0
179,23-02-2012,13-03-2012,1732571,11148,23,1,3,5,13,9,98,NSA,0
180,23-02-2012,23-03-2012,1683172,1896,76,2,3,5,2,9,98,N/A,0
181,24-02-2012,26-03-2012,343340,11001,19,2,3,5,13,9,98,NSA,0
182,24-02-2012,08-03-2012,2138307,11011,76,1,5,5,15,9,98,SAT,0
183,24-02-2012,14-03-2012,557918,8432,62,2,3,5,10,9,98,N/A,0
184,28-02-2012,27-03-2012,794804,994,20,2,3,1,18,9,98,NSA,0
185,28-02-2012,09-03-2012,513997,12120,28,1,4,5,42,9,98,SAT,0
186,28-02-2012,04-04-2012,893595,39,74,2,3,5,10,9,98,N/A,0
187,19-07-2011,22-09-2011,347134,9204,14,2,6,5,46,9,98,NSA,0
188,06-09-2011,16-09-2011,28066,1350,32,2,3,5,11,9,98,N/A,0
189,29-02-2012,02-04-2012,2067669,1873,14,1,4,5,42,9,98,NSA,0
190,29-02-2012,19-03-2012,2084071,1500,70,1,3,5,13,9,98,NSA,0
191,29-02-2012,13-03-2012,542234,10361,27,1,7,3,13,9,98,SAT,0
192,29-02-2012,15-03-2012,844816,1737,8,2,3,5,11,9,98,NSA,0
193,07-09-2011,20-09-2011,1857883,8063,57,2,3,1,4,9,98,SAT,0
194,08-09-2011,05-10-2011,485220,10967,40,2,3,5,40,9,98,SAT,0
195,09-09-2011,30-09-2011,547578,9440,60,2,2,1,15,9,98,SAT,0
196,16-09-2011,27-09-2011,2163796,11796,19,2,3,1,44,9,98,NSA,0
197,19-09-2011,21-09-2011,207379,9873,29,2,2,5,53,9,98,SAT,0
198,19-09-2011,29-09-2011,1910140,11806,52,2,2,5,32,9,98,NSA,0
199,21-09-2011,21-10-2011,1852892,1356,33,2,3,1,32,9,98,NSA,0
200,27-09-2011,05-10-2011,525054,10994,11,2,2,1,46,9,98,N/A,0
201,01-03-2012,14-03-2012,1813766,994,19,2,3,5,11,9,98,N/A,0
202,25-08-2011,30-09-2011,1816375,1896,48,2,3,1,11,9,98,NSA,0
203,26-08-2011,06-09-2011,380905,781,8,2,3,5,45,9,98,SAT,0
204,30-09-2011,28-11-2011,1820032,2614,66,2,3,1,46,9,98,NSA,0
205,29-09-2011,06-10-2011,65406,1706,19,2,7,3,34,9,98,SAT,0
206,30-09-2011,03-10-2011,237027,9588,44,2,3,5,54,9,98,SAT,0
207,05-10-2011,26-10-2011,1770866,1266,55,2,3,5,11,9,98,SAT,0
208,04-10-2011,14-10-2011,285878,11044,66,2,5,5,15,9,98,SAT,0
209,05-10-2011,21-10-2011,2151667,10071,77,2,3,5,46,9,98,SAT,0
210,12-10-2011,09-11-2011,1797150,11036,33,2,3,5,11,9,98,NSA,0
211,12-10-2011,20-10-2011,756458,12133,10,2,2,5,45,9,98,N/A,0
212,13-10-2011,13-10-2011,533106,1419,70,2,7,1,50,9,98,SAT,0
213,14-10-2011,25-11-2011,2167288,11127,16,2,3,1,40,9,98,NSA,0
214,20-10-2011,25-10-2011,1810214,9610,64,2,3,1,46,9,98,NSA,0
215,24-10-2011,07-11-2011,824253,12345,2,2,3,5,46,9,98,SAT,0
216,24-10-2011,07-11-2011,199130,10861,19,2,7,3,15,9,98,SAT,0
217,25-10-2011,03-11-2011,2115226,12044,24,2,4,5,46,9,98,NSA,0
218,29-08-2011,15-09-2011,1812270,11669,27,2,3,5,11,9,98,N/A,0
219,25-10-2011,03-11-2011,2407310,12027,13,2,5,5,15,9,98,SAT,0
220,01-03-2012,20-04-2012,2510630,11212,72,1,4,5,15,9,98,SAT,0
221,01-09-2011,09-09-2011,1884876,2468,16,2,3,5,13,9,98,N/A,0
222,08-09-2011,19-09-2011,1798031,10426,8,2,5,8,11,9,98,N/A,0
223,08-09-2011,19-09-2011,1829805,9211,64,2,5,8,9,9,98,N/A,0
224,08-09-2011,23-09-2011,1722524,813,36,2,4,5,13,9,98,NSA,0
225,08-09-2011,30-09-2011,2150903,2601,29,2,4,5,18,9,98,NSA,0
226,02-03-2012,02-04-2012,218012,8461,36,1,4,5,9,9,98,NSA,0
227,01-09-2011,30-09-2011,416656,11245,34,2,3,5,11,9,98,SAT,0
228,02-09-2011,29-09-2011,1750150,10794,60,2,3,5,2,9,98,NSA,0
229,02-09-2011,05-09-2011,2068097,1695,16,2,2,1,40,9,98,SAT,0
230,05-09-2011,07-09-2011,1826825,858,4,2,3,1,11,9,98,NSA,0
231,05-09-2011,19-09-2011,2366190,11461,52,2,2,2,11,9,98,SAT,0
232,04-11-2011,02-12-2011,1824912,10446,17,2,3,1,32,9,98,SAT,0
233,08-11-2011,12-12-2011,2107628,10994,44,2,5,8,40,9,98,NSA,0
234,08-11-2011,21-11-2011,2346368,8887,6,2,2,1,10,9,98,N/A,0
235,08-11-2011,16-11-2011,2510630,2260,42,2,2,1,18,9,98,SAT,0
236,02-03-2012,12-03-2012,1871438,8385,8,2,3,5,34,9,98,N/A,0
237,09-11-2011,11-11-2011,516386,11062,51,2,3,1,34,9,98,SAT,0
238,09-11-2011,18-11-2011,51568,10172,58,2,2,1,32,9,98,SAT,0
239,04-11-2011,11-11-2011,105863,9968,68,2,5,8,10,9,98,SAT,0
240,23-11-2011,02-12-2011,2256852,10983,20,2,2,1,15,9,98,SAT,0
241,24-11-2011,09-12-2011,1830769,12174,5,2,3,1,46,9,98,SAT,0
242,28-11-2011,02-12-2011,2382074,9647,14,2,2,1,55,9,98,SAT,0
243,02-12-2011,13-12-2011,739682,11083,78,2,2,1,11,9,98,SAT,0
244,02-03-2012,15-03-2012,2118117,2584,74,2,3,5,50,9,98,N/A,0
245,02-12-2011,02-12-2011,769552,2532,5,2,2,1,15,9,98,SAT,0
246,06-12-2011,27-01-2012,533355,10360,19,2,3,5,50,9,98,NSA,0
247,15-12-2011,20-01-2012,2384433,2124,60,2,5,1,15,9,98,SAT,0
248,15-12-2011,22-12-2011,2066179,671,76,2,5,8,46,9,98,SAT,0
249,16-12-2011,19-12-2011,1843520,12198,22,2,7,1,46,9,98,SAT,0
250,19-12-2011,19-12-2011,806277,11806,77,2,7,3,15,9,98,SAT,0
251,22-12-2011,27-12-2011,19752,10112,52,2,2,1,15,9,98,SAT,0
252,23-12-2011,17-01-2012,1689909,10764,9,2,3,5,11,9,98,SAT,0
253,28-12-2011,03-01-2012,603179,9853,33,2,3,1,19,9,98,NSA,0
254,05-03-2012,14-03-2012,1739796,9419,2,2,3,5,46,9,98,N/A,0
255,06-09-2011,20-09-2011,1824930,7973,29,2,3,5,11,9,98,N/A,0
256,05-03-2012,13-03-2012,2379696,10898,61,2,3,5,40,9,98,N/A,0
257,07-09-2011,23-09-2011,650128,416,33,2,7,5,10,9,98,SAT,0
258,07-09-2011,16-09-2011,1709758,1292,31,2,3,5,11,9,98,NSA,0
259,12-09-2011,17-10-2011,1899230,11904,28,2,3,2,11,9,98,NSA,0
260,12-09-2011,27-10-2011,1846469,11287,62,2,4,5,15,9,98,N/A,0
261,02-03-2012,20-04-2012,748506,9796,58,2,3,5,18,9,98,N/A,0
262,06-03-2012,09-03-2012,429761,11005,41,2,2,1,54,9,98,SAT,0
263,06-03-2012,08-03-2012,710788,10644,69,2,3,5,13,9,98,NSA,0
264,06-03-2012,04-04-2012,2159278,9395,52,1,3,5,54,9,98,N/A,0
265,07-03-2012,19-03-2012,1813249,911,75,2,3,5,13,9,98,NSA,0
266,07-03-2012,25-04-2012,2421903,1573,41,2,7,3,11,9,98,NSA,0
267,17-02-2012,07-03-2012,2574599,10187,17,2,7,8,18,9,98,N/A,0
268,07-03-2012,09-03-2012,877710,12051,74,2,7,3,13,9,98,N/A,0
269,07-03-2012,08-03-2012,1906388,12181,45,1,5,5,10,9,98,SAT,0
270,07-03-2012,05-04-2012,813605,10973,52,2,3,5,13,9,98,NSA,0
271,12-09-2011,22-09-2011,776456,1645,6,2,3,5,25,9,98,SAT,0
272,12-09-2011,19-09-2011,889554,11275,61,2,7,2,13,9,98,NSA,0
273,12-09-2011,15-09-2011,864011,1253,10,2,5,1,15,9,98,NSA,0
274,06-03-2012,15-03-2012,815719,10802,15,2,3,1,40,9,98,N/A,0
275,12-09-2011,14-10-2011,817566,11978,25,2,3,5,9,9,98,SAT,0
276,08-03-2012,14-03-2012,1791353,12256,70,1,7,3,18,9,98,N/A,0
277,08-03-2012,06-04-2012,2057033,12246,36,1,4,5,50,9,98,NSA,0
278,08-03-2012,17-04-2012,818527,9499,22,1,4,5,11,9,98,NSA,0
279,08-03-2012,21-03-2012,642550,347,71,2,3,5,46,9,98,N/A,0
280,08-03-2012,02-04-2012,648231,1201,57,2,5,5,50,9,98,N/A,0
281,16-09-2011,20-09-2011,580989,11118,31,2,3,1,11,9,98,SAT,0
282,16-09-2011,27-09-2011,2201838,49,31,2,5,8,10,9,98,NSA,0
283,19-09-2011,22-09-2011,409944,10739,9,2,3,3,11,9,98,NSA,0
284,19-09-2011,30-09-2011,2058400,10978,62,2,3,1,11,9,98,NSA,0
285,09-03-2012,30-03-2012,1892007,10659,36,1,7,5,14,9,98,N/A,0
286,20-09-2011,07-10-2011,451107,858,54,2,3,4,42,9,98,N/A,0
287,20-09-2011,22-09-2011,1848833,2235,75,2,3,1,11,9,98,SAT,0
288,21-09-2011,14-10-2011,1707989,2676,24,2,3,2,55,9,98,N/A,0
289,26-09-2011,14-10-2011,1850025,10069,4,2,3,2,10,9,98,NSA,0
290,26-09-2011,26-10-2011,1708253,645,68,2,3,2,45,9,98,SAT,0
291,09-03-2012,27-03-2012,1943803,12174,73,1,4,5,50,9,98,N/A,0
292,12-03-2012,10-04-2012,1709752,12692,9,2,3,5,11,9,98,SAT,0
293,12-03-2012,27-03-2012,2308404,116,52,2,3,5,13,9,98,NSA,0
294,12-03-2012,24-04-2012,100339,10187,11,2,3,5,11,9,98,NSA,0
295,12-03-2012,05-04-2012,561855,11148,74,2,3,5,2,9,98,SAT,0
296,26-09-2011,06-10-2011,2110034,8985,63,2,3,1,9,9,98,N/A,0
297,26-09-2011,06-10-2011,1758057,11798,46,2,3,1,11,9,98,SAT,0
298,28-09-2011,05-10-2011,1883946,8965,41,2,5,5,10,9,98,N/A,0
299,29-09-2011,13-10-2011,225875,12346,40,2,3,1,11,9,98,NSA,0
300,29-09-2011,06-10-2011,276164,10430,11,2,4,5,50,9,98,NSA,0
301,29-09-2011,24-10-2011,1840842,9918,51,2,7,1,32,9,98,NSA,0
302,29-09-2011,29-09-2011,2038637,11246,27,2,7,3,18,9,98,N/A,0
303,30-09-2011,21-10-2011,2422891,224,19,2,4,5,10,9,98,NSA,0
304,28-09-2011,30-09-2011,1656263,11825,50,2,2,5,40,9,98,NSA,0
305,20-09-2011,06-10-2011,2380616,10964,26,2,3,5,2,9,98,NSA,0
306,12-03-2012,10-04-2012,2383497,11104,78,2,2,1,32,9,98,N/A,0
307,03-10-2011,04-10-2011,802381,10644,38,2,4,5,13,9,98,N/A,0
308,12-03-2012,29-03-2012,1852081,884,41,2,3,5,13,9,98,SAT,0
309,13-03-2012,13-03-2012,604878,10566,5,2,7,8,10,9,98,N/A,0
310,13-03-2012,10-04-2012,1790367,542,76,2,5,5,13,9,98,SAT,0
311,13-03-2012,10-04-2012,2200343,9706,28,2,3,5,13,9,98,SAT,0
312,13-03-2012,22-03-2012,844169,11114,63,1,7,5,9,9,98,N/A,0
313,13-03-2012,17-04-2012,873720,10172,65,1,3,5,50,9,98,NSA,0
314,13-03-2012,15-03-2012,306750,10563,9,1,7,1,40,9,98,SAT,0
315,13-03-2012,26-03-2012,889062,9405,69,2,3,5,44,9,98,N/A,0
316,14-03-2012,06-04-2012,403537,119,56,1,4,5,50,9,98,N/A,0
317,14-03-2012,17-04-2012,304332,10031,1,1,3,5,50,9,98,NSA,0
318,14-03-2012,09-04-2012,370761,12246,11,1,3,6,37,9,98,N/A,0
319,15-03-2012,29-03-2012,302332,9211,34,2,3,3,33,9,98,SAT,0
320,15-03-2012,02-04-2012,2415712,157,27,1,3,3,11,9,98,SAT,0
321,15-03-2012,29-03-2012,1750151,836,31,2,3,1,46,9,98,N/A,0
322,15-03-2012,26-03-2012,261490,10601,31,2,3,5,40,9,98,NSA,0
323,15-03-2012,05-04-2012,397628,978,44,2,3,5,11,9,98,NSA,0
324,15-03-2012,04-04-2012,820804,10326,39,2,3,5,44,9,98,NSA,0
325,15-03-2012,05-04-2012,1852091,8461,48,2,3,5,11,9,98,NSA,0
326,15-03-2012,21-03-2012,1848584,221,72,2,5,4,42,9,98,N/A,0
327,04-10-2011,12-10-2011,273763,197,61,2,6,8,11,9,98,SAT,0
328,30-09-2011,04-10-2011,556363,1499,70,2,7,8,19,9,98,N/A,0
329,05-10-2011,19-10-2011,628105,9085,48,2,3,1,11,9,98,NSA,0
330,04-10-2011,10-10-2011,409336,865,46,2,7,3,10,9,98,N/A,0
331,05-10-2011,18-10-2011,449023,9884,67,2,3,1,11,9,98,SAT,0
332,06-10-2011,19-10-2011,98233,9923,38,2,2,5,11,9,98,NSA,0
333,16-03-2012,26-03-2012,246371,10979,44,2,3,5,11,9,98,NSA,0
334,16-03-2012,04-04-2012,1878907,1275,64,2,7,3,11,9,98,SAT,0
335,19-03-2012,30-03-2012,426466,2206,22,2,7,8,15,9,98,N/A,0
336,16-03-2012,16-03-2012,2068097,11590,13,2,7,8,10,9,98,SAT,0
337,19-03-2012,30-03-2012,2114831,9892,68,2,3,5,34,9,98,N/A,0
338,12-09-2011,30-09-2011,1837354,8853,11,2,3,5,11,9,98,NSA,0
341,29-07-2011,06-08-2011,511401,8057,73,2,5,5,55,9,98,SAT,0
342,02-08-2011,03-08-2011,852112,11151,48,2,6,5,46,9,98,SAT,0
343,05-09-2011,14-09-2011,77542,1512,41,2,3,5,40,9,98,SAT,0
344,19-03-2012,09-04-2012,522860,9726,26,2,3,5,13,9,98,NSA,0
345,31-08-2011,16-09-2011,256686,10820,3,2,5,8,54,9,98,SAT,0
346,28-07-2011,29-08-2011,2148877,12603,37,2,5,1,55,9,98,SAT,0
347,14-07-2011,22-07-2011,1913065,7949,57,2,5,5,50,9,98,SAT,0
348,19-03-2012,22-03-2012,304758,8991,52,2,3,5,13,9,98,SAT,0
349,11-07-2011,22-07-2011,1850525,879,30,2,2,5,11,9,98,SAT,0
350,20-09-2011,03-10-2011,2382122,10186,52,2,3,5,11,9,98,NSA,0
351,06-10-2011,14-10-2011,1881741,884,53,2,3,5,4,9,98,NSA,0
352,06-10-2011,14-10-2011,2306148,10668,31,2,3,5,11,9,98,NSA,0
353,07-10-2011,15-11-2011,1642885,11063,58,2,3,5,4,9,98,SAT,0
354,06-10-2011,21-10-2011,235536,11175,13,2,2,1,11,9,98,SAT,0
355,06-10-2011,13-10-2011,1820617,10892,49,2,3,1,23,9,98,SAT,0
356,10-10-2011,09-11-2011,760794,10844,41,1,3,5,11,9,98,SAT,0
357,10-10-2011,18-10-2011,2323816,8946,51,2,3,5,9,9,98,NSA,0
358,10-10-2011,21-10-2011,1823725,12048,58,2,3,5,11,9,98,NSA,0
359,10-10-2011,01-11-2011,1873886,2007,20,2,2,1,11,9,98,N/A,0
360,20-03-2012,03-04-2012,1793575,11461,69,2,7,3,10,9,98,N/A,0
361,12-10-2011,25-10-2011,621877,8949,21,2,3,5,11,9,98,SAT,0
362,13-10-2011,08-11-2011,2386186,8585,17,2,3,1,11,9,98,NSA,0
363,14-10-2011,24-10-2011,1799498,2065,16,2,3,5,11,9,98,NSA,0
364,14-10-2011,24-10-2011,894482,1255,21,2,3,5,11,9,98,NSA,0
365,14-10-2011,26-10-2011,504405,461,49,2,3,5,11,9,98,SAT,0
366,14-10-2011,09-11-2011,894254,11273,60,2,3,5,10,9,98,N/A,0
367,20-03-2012,04-04-2012,639914,8948,74,2,3,1,44,9,98,SAT,0
368,20-03-2012,09-04-2012,1867172,9311,9,2,3,1,11,9,98,NSA,0
369,19-10-2011,26-10-2011,1706955,11713,7,2,7,5,15,9,98,SAT,0
370,18-10-2011,26-10-2011,429727,10989,48,2,7,8,47,9,98,N/A,0
